query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	hmmsearch_pfam_domains
Pele_DN10408_c1_g1_i26	6500.XP_005102293.1	6.3e-212	614.0	COG5056@1|root,KOG0380@2759|Eukaryota,38EBW@33154|Opisthokonta,3BDG1@33208|Metazoa,3CRIC@33213|Bilateria	33208|Metazoa	I	Sterol O-acyltransferase	SOAT1	GO:0000062,GO:0000166,GO:0003008,GO:0003674,GO:0003824,GO:0004772,GO:0005488,GO:0005496,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005903,GO:0006066,GO:0006629,GO:0006810,GO:0006869,GO:0007584,GO:0007586,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008289,GO:0008374,GO:0009605,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0010742,GO:0010876,GO:0010878,GO:0012505,GO:0015485,GO:0015850,GO:0015918,GO:0016020,GO:0016043,GO:0016125,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019222,GO:0019915,GO:0022600,GO:0022607,GO:0030154,GO:0030258,GO:0030299,GO:0030301,GO:0030554,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031984,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032934,GO:0033036,GO:0033218,GO:0033344,GO:0034377,GO:0034379,GO:0034381,GO:0034383,GO:0034433,GO:0034434,GO:0034435,GO:0034736,GO:0036094,GO:0042175,GO:0042221,GO:0042592,GO:0042632,GO:0042984,GO:0042986,GO:0043062,GO:0043167,GO:0043168,GO:0043178,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044241,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048037,GO:0048518,GO:0048522,GO:0048869,GO:0048878,GO:0050662,GO:0050789,GO:0050794,GO:0050892,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051235,GO:0051246,GO:0051247,GO:0055088,GO:0055092,GO:0060255,GO:0065003,GO:0065005,GO:0065007,GO:0065008,GO:0071702,GO:0071704,GO:0071825,GO:0071827,GO:0071840,GO:0080090,GO:0090077,GO:0097006,GO:0097159,GO:0097367,GO:0098827,GO:0098856,GO:0098862,GO:1901265,GO:1901360,GO:1901363,GO:1901567,GO:1901615,GO:1901681,GO:1902652,GO:1903018,GO:1903020,GO:2000112	2.3.1.26	ko:K00637	ko00100,ko04979,map00100,map04979	-	R01461	RC00004,RC00055	ko00000,ko00001,ko01000	-	-	-	MBOAT	MBOAT
Pele_DN10408_c1_g1_i4	6500.XP_005102293.1	2.02e-212	613.0	COG5056@1|root,KOG0380@2759|Eukaryota,38EBW@33154|Opisthokonta,3BDG1@33208|Metazoa,3CRIC@33213|Bilateria	33208|Metazoa	I	Sterol O-acyltransferase	SOAT1	GO:0000062,GO:0000166,GO:0003008,GO:0003674,GO:0003824,GO:0004772,GO:0005488,GO:0005496,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005903,GO:0006066,GO:0006629,GO:0006810,GO:0006869,GO:0007584,GO:0007586,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008289,GO:0008374,GO:0009605,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0010742,GO:0010876,GO:0010878,GO:0012505,GO:0015485,GO:0015850,GO:0015918,GO:0016020,GO:0016043,GO:0016125,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019222,GO:0019915,GO:0022600,GO:0022607,GO:0030154,GO:0030258,GO:0030299,GO:0030301,GO:0030554,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031984,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032934,GO:0033036,GO:0033218,GO:0033344,GO:0034377,GO:0034379,GO:0034381,GO:0034383,GO:0034433,GO:0034434,GO:0034435,GO:0034736,GO:0036094,GO:0042175,GO:0042221,GO:0042592,GO:0042632,GO:0042984,GO:0042986,GO:0043062,GO:0043167,GO:0043168,GO:0043178,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044241,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048037,GO:0048518,GO:0048522,GO:0048869,GO:0048878,GO:0050662,GO:0050789,GO:0050794,GO:0050892,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051235,GO:0051246,GO:0051247,GO:0055088,GO:0055092,GO:0060255,GO:0065003,GO:0065005,GO:0065007,GO:0065008,GO:0071702,GO:0071704,GO:0071825,GO:0071827,GO:0071840,GO:0080090,GO:0090077,GO:0097006,GO:0097159,GO:0097367,GO:0098827,GO:0098856,GO:0098862,GO:1901265,GO:1901360,GO:1901363,GO:1901567,GO:1901615,GO:1901681,GO:1902652,GO:1903018,GO:1903020,GO:2000112	2.3.1.26	ko:K00637	ko00100,ko04979,map00100,map04979	-	R01461	RC00004,RC00055	ko00000,ko00001,ko01000	-	-	-	MBOAT	MBOAT
Pele_DN10408_c1_g1_i7	6500.XP_005102293.1	4.46e-212	613.0	COG5056@1|root,KOG0380@2759|Eukaryota,38EBW@33154|Opisthokonta,3BDG1@33208|Metazoa,3CRIC@33213|Bilateria	33208|Metazoa	I	Sterol O-acyltransferase	SOAT1	GO:0000062,GO:0000166,GO:0003008,GO:0003674,GO:0003824,GO:0004772,GO:0005488,GO:0005496,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005903,GO:0006066,GO:0006629,GO:0006810,GO:0006869,GO:0007584,GO:0007586,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008289,GO:0008374,GO:0009605,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0010742,GO:0010876,GO:0010878,GO:0012505,GO:0015485,GO:0015850,GO:0015918,GO:0016020,GO:0016043,GO:0016125,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019222,GO:0019915,GO:0022600,GO:0022607,GO:0030154,GO:0030258,GO:0030299,GO:0030301,GO:0030554,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031984,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032934,GO:0033036,GO:0033218,GO:0033344,GO:0034377,GO:0034379,GO:0034381,GO:0034383,GO:0034433,GO:0034434,GO:0034435,GO:0034736,GO:0036094,GO:0042175,GO:0042221,GO:0042592,GO:0042632,GO:0042984,GO:0042986,GO:0043062,GO:0043167,GO:0043168,GO:0043178,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044241,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048037,GO:0048518,GO:0048522,GO:0048869,GO:0048878,GO:0050662,GO:0050789,GO:0050794,GO:0050892,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051235,GO:0051246,GO:0051247,GO:0055088,GO:0055092,GO:0060255,GO:0065003,GO:0065005,GO:0065007,GO:0065008,GO:0071702,GO:0071704,GO:0071825,GO:0071827,GO:0071840,GO:0080090,GO:0090077,GO:0097006,GO:0097159,GO:0097367,GO:0098827,GO:0098856,GO:0098862,GO:1901265,GO:1901360,GO:1901363,GO:1901567,GO:1901615,GO:1901681,GO:1902652,GO:1903018,GO:1903020,GO:2000112	2.3.1.26	ko:K00637	ko00100,ko04979,map00100,map04979	-	R01461	RC00004,RC00055	ko00000,ko00001,ko01000	-	-	-	MBOAT	MBOAT
Pele_DN10414_c2_g1_i1	6412.HelroP185027	0.0	1435.0	COG0480@1|root,KOG0469@2759|Eukaryota,38CUM@33154|Opisthokonta,3BAEX@33208|Metazoa,3CUB5@33213|Bilateria	33208|Metazoa	J	Elongation factor	EEF2	GO:0000302,GO:0001101,GO:0001775,GO:0002039,GO:0002244,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002520,GO:0002931,GO:0003008,GO:0003009,GO:0003012,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003779,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0005886,GO:0006412,GO:0006414,GO:0006417,GO:0006518,GO:0006807,GO:0006810,GO:0006887,GO:0006936,GO:0006941,GO:0006950,GO:0006952,GO:0006955,GO:0006979,GO:0007275,GO:0007399,GO:0007517,GO:0007519,GO:0007568,GO:0007584,GO:0008092,GO:0008097,GO:0008135,GO:0008150,GO:0008152,GO:0008283,GO:0009058,GO:0009059,GO:0009605,GO:0009607,GO:0009617,GO:0009636,GO:0009719,GO:0009725,GO:0009888,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010243,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0012505,GO:0014009,GO:0014070,GO:0014706,GO:0016020,GO:0016192,GO:0016234,GO:0016235,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019222,GO:0019538,GO:0019843,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0030097,GO:0030141,GO:0030154,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031410,GO:0031667,GO:0031974,GO:0031982,GO:0031983,GO:0032268,GO:0032270,GO:0032355,GO:0032501,GO:0032502,GO:0032940,GO:0032991,GO:0033273,GO:0033554,GO:0033993,GO:0034248,GO:0034250,GO:0034641,GO:0034645,GO:0034774,GO:0034976,GO:0035914,GO:0036230,GO:0042063,GO:0042119,GO:0042221,GO:0042493,GO:0042542,GO:0042742,GO:0042788,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045055,GO:0045121,GO:0045321,GO:0045471,GO:0045727,GO:0046677,GO:0046903,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048534,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050829,GO:0050879,GO:0050881,GO:0050896,GO:0051015,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051593,GO:0051704,GO:0051707,GO:0051716,GO:0060205,GO:0060255,GO:0060537,GO:0060538,GO:0061061,GO:0065007,GO:0070013,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071495,GO:0071704,GO:0071944,GO:0080090,GO:0097159,GO:0097305,GO:0097708,GO:0098542,GO:0098589,GO:0098805,GO:0098857,GO:0099503,GO:0101002,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901698,GO:1901700,GO:1904813,GO:1990089,GO:1990090,GO:1990416,GO:1990904,GO:2000112,GO:2000765,GO:2000767	-	ko:K03234	ko04152,ko04921,map04152,map04921	-	-	-	ko00000,ko00001,ko03012,ko04147	-	-	-	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2	EFG_C, EFG_III, EFG_IV, GTP_EFTU, GTP_EFTU_D2, MMR_HSR1
Pele_DN10414_c2_g1_i2	6412.HelroP185027	0.0	1435.0	COG0480@1|root,KOG0469@2759|Eukaryota,38CUM@33154|Opisthokonta,3BAEX@33208|Metazoa,3CUB5@33213|Bilateria	33208|Metazoa	J	Elongation factor	EEF2	GO:0000302,GO:0001101,GO:0001775,GO:0002039,GO:0002244,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002520,GO:0002931,GO:0003008,GO:0003009,GO:0003012,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003779,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0005886,GO:0006412,GO:0006414,GO:0006417,GO:0006518,GO:0006807,GO:0006810,GO:0006887,GO:0006936,GO:0006941,GO:0006950,GO:0006952,GO:0006955,GO:0006979,GO:0007275,GO:0007399,GO:0007517,GO:0007519,GO:0007568,GO:0007584,GO:0008092,GO:0008097,GO:0008135,GO:0008150,GO:0008152,GO:0008283,GO:0009058,GO:0009059,GO:0009605,GO:0009607,GO:0009617,GO:0009636,GO:0009719,GO:0009725,GO:0009888,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010243,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0012505,GO:0014009,GO:0014070,GO:0014706,GO:0016020,GO:0016192,GO:0016234,GO:0016235,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019222,GO:0019538,GO:0019843,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0030097,GO:0030141,GO:0030154,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031410,GO:0031667,GO:0031974,GO:0031982,GO:0031983,GO:0032268,GO:0032270,GO:0032355,GO:0032501,GO:0032502,GO:0032940,GO:0032991,GO:0033273,GO:0033554,GO:0033993,GO:0034248,GO:0034250,GO:0034641,GO:0034645,GO:0034774,GO:0034976,GO:0035914,GO:0036230,GO:0042063,GO:0042119,GO:0042221,GO:0042493,GO:0042542,GO:0042742,GO:0042788,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045055,GO:0045121,GO:0045321,GO:0045471,GO:0045727,GO:0046677,GO:0046903,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048534,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050829,GO:0050879,GO:0050881,GO:0050896,GO:0051015,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051593,GO:0051704,GO:0051707,GO:0051716,GO:0060205,GO:0060255,GO:0060537,GO:0060538,GO:0061061,GO:0065007,GO:0070013,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071495,GO:0071704,GO:0071944,GO:0080090,GO:0097159,GO:0097305,GO:0097708,GO:0098542,GO:0098589,GO:0098805,GO:0098857,GO:0099503,GO:0101002,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901698,GO:1901700,GO:1904813,GO:1990089,GO:1990090,GO:1990416,GO:1990904,GO:2000112,GO:2000765,GO:2000767	-	ko:K03234	ko04152,ko04921,map04152,map04921	-	-	-	ko00000,ko00001,ko03012,ko04147	-	-	-	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2	EFG_C, EFG_III, EFG_IV, GTP_EFTU, GTP_EFTU_D2, MMR_HSR1
Pele_DN10420_c0_g1_i18	10224.XP_006814855.1	1.78e-256	719.0	COG0194@1|root,KOG0033@1|root,KOG0033@2759|Eukaryota,KOG0609@2759|Eukaryota,38CPG@33154|Opisthokonta,3BB8C@33208|Metazoa,3CRYH@33213|Bilateria	33208|Metazoa	T	Belongs to the MAGUK family	CASK	GO:0000003,GO:0001505,GO:0001667,GO:0001941,GO:0001952,GO:0001953,GO:0002064,GO:0002065,GO:0002066,GO:0002791,GO:0002793,GO:0003006,GO:0003008,GO:0003674,GO:0003824,GO:0004385,GO:0005102,GO:0005159,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005604,GO:0005622,GO:0005623,GO:0005634,GO:0005652,GO:0005730,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0005911,GO:0005929,GO:0006139,GO:0006163,GO:0006355,GO:0006357,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006836,GO:0006887,GO:0006897,GO:0006903,GO:0006904,GO:0006928,GO:0007154,GO:0007155,GO:0007162,GO:0007163,GO:0007267,GO:0007268,GO:0007269,GO:0007274,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0007399,GO:0007417,GO:0007420,GO:0007610,GO:0007611,GO:0007613,GO:0007615,GO:0007616,GO:0007617,GO:0007618,GO:0007619,GO:0007626,GO:0007628,GO:0008022,GO:0008049,GO:0008104,GO:0008150,GO:0008152,GO:0008285,GO:0008344,GO:0008582,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009636,GO:0009791,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010631,GO:0010646,GO:0010647,GO:0010720,GO:0010769,GO:0010770,GO:0010810,GO:0010812,GO:0010817,GO:0010837,GO:0010839,GO:0010959,GO:0010975,GO:0010976,GO:0014069,GO:0015629,GO:0016020,GO:0016043,GO:0016079,GO:0016080,GO:0016081,GO:0016192,GO:0016301,GO:0016310,GO:0016323,GO:0016363,GO:0016477,GO:0016740,GO:0016772,GO:0016776,GO:0017156,GO:0018130,GO:0018991,GO:0019098,GO:0019205,GO:0019219,GO:0019222,GO:0019438,GO:0019637,GO:0019693,GO:0019904,GO:0019953,GO:0021537,GO:0021543,GO:0021987,GO:0022008,GO:0022406,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022610,GO:0023051,GO:0023052,GO:0023056,GO:0023061,GO:0030001,GO:0030054,GO:0030100,GO:0030154,GO:0030155,GO:0030165,GO:0030424,GO:0030425,GO:0030534,GO:0030707,GO:0030855,GO:0030900,GO:0031012,GO:0031090,GO:0031253,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031344,GO:0031346,GO:0031594,GO:0031974,GO:0031981,GO:0031982,GO:0032024,GO:0032101,GO:0032102,GO:0032279,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032880,GO:0032940,GO:0032991,GO:0033036,GO:0033267,GO:0034399,GO:0034613,GO:0034641,GO:0034654,GO:0036465,GO:0036477,GO:0040008,GO:0040011,GO:0040012,GO:0040026,GO:0040028,GO:0042043,GO:0042127,GO:0042221,GO:0042278,GO:0042493,GO:0042734,GO:0042995,GO:0043005,GO:0043025,GO:0043113,GO:0043195,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043269,GO:0043270,GO:0043679,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044297,GO:0044306,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044441,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044877,GO:0045055,GO:0045121,GO:0045202,GO:0045471,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045807,GO:0045893,GO:0045935,GO:0045944,GO:0046037,GO:0046128,GO:0046483,GO:0046677,GO:0046710,GO:0046883,GO:0046887,GO:0046903,GO:0046907,GO:0046928,GO:0046940,GO:0048149,GO:0048278,GO:0048468,GO:0048477,GO:0048488,GO:0048489,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048580,GO:0048582,GO:0048583,GO:0048585,GO:0048609,GO:0048638,GO:0048699,GO:0048731,GO:0048814,GO:0048856,GO:0048869,GO:0048870,GO:0050145,GO:0050678,GO:0050680,GO:0050708,GO:0050714,GO:0050767,GO:0050769,GO:0050773,GO:0050775,GO:0050789,GO:0050793,GO:0050794,GO:0050796,GO:0050803,GO:0050804,GO:0050807,GO:0050808,GO:0050877,GO:0050890,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051252,GO:0051254,GO:0051588,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051668,GO:0051674,GO:0051704,GO:0051924,GO:0051928,GO:0051960,GO:0051962,GO:0051963,GO:0055086,GO:0060170,GO:0060179,GO:0060255,GO:0060284,GO:0060322,GO:0060341,GO:0060429,GO:0060627,GO:0060998,GO:0060999,GO:0061001,GO:0061003,GO:0061024,GO:0061041,GO:0061045,GO:0061062,GO:0061063,GO:0061174,GO:0062023,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0070509,GO:0070727,GO:0070838,GO:0071704,GO:0071840,GO:0071944,GO:0072375,GO:0072511,GO:0072521,GO:0072578,GO:0072657,GO:0072659,GO:0080090,GO:0080134,GO:0090087,GO:0090130,GO:0090132,GO:0090276,GO:0090277,GO:0090279,GO:0090280,GO:0090287,GO:0090288,GO:0090407,GO:0090659,GO:0097060,GO:0097112,GO:0097305,GO:0097440,GO:0097447,GO:0097458,GO:0097479,GO:0097480,GO:0098588,GO:0098589,GO:0098590,GO:0098657,GO:0098693,GO:0098793,GO:0098794,GO:0098805,GO:0098846,GO:0098857,GO:0098916,GO:0098984,GO:0099003,GO:0099173,GO:0099174,GO:0099175,GO:0099177,GO:0099504,GO:0099536,GO:0099537,GO:0099572,GO:0099643,GO:0120025,GO:0120035,GO:0120038,GO:0140029,GO:0140056,GO:0150034,GO:1900006,GO:1900073,GO:1900242,GO:1900244,GO:1901068,GO:1901135,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901657,GO:1901700,GO:1902680,GO:1903034,GO:1903035,GO:1903361,GO:1903421,GO:1903423,GO:1903506,GO:1903508,GO:1903530,GO:1903532,GO:1904396,GO:1904951,GO:1990778,GO:2000026,GO:2000112,GO:2000331,GO:2001141	2.7.11.1	ko:K06103	-	-	-	-	ko00000,ko01000,ko01001,ko03036,ko04131	-	-	-	Guanylate_kin,PDZ,SH3_2	Guanylate_kin, PDZ, PDZ_6, SH3_1, SH3_2
Pele_DN10424_c0_g1_i1	29176.XP_003881755.1	4e-83	251.0	COG0097@1|root,KOG3255@2759|Eukaryota,3YA1V@5794|Apicomplexa,3YNEQ@5796|Coccidia,3YSMG@5809|Sarcocystidae	5794|Apicomplexa	J	ribosomal protein	-	GO:0000184,GO:0000956,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0015031,GO:0015833,GO:0016070,GO:0016071,GO:0019222,GO:0019439,GO:0019538,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0034641,GO:0034645,GO:0034655,GO:0042886,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045047,GO:0045184,GO:0046483,GO:0046700,GO:0046907,GO:0048519,GO:0050789,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060255,GO:0065007,GO:0070727,GO:0070972,GO:0071702,GO:0071704,GO:0071705,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1990904	-	ko:K02940	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L6	Ribosomal_L6
Pele_DN104255_c0_g1_i1	1122176.KB903551_gene4231	3.9900000000000003e-75	237.0	COG1218@1|root,COG1218@2|Bacteria,4NFHY@976|Bacteroidetes,1ISXY@117747|Sphingobacteriia	976|Bacteroidetes	P	COG1218 3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	cysQ	-	3.1.3.7	ko:K01082	ko00920,ko01100,ko01120,ko01130,map00920,map01100,map01120,map01130	-	R00188,R00508	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	Inositol_P	Inositol_P
Pele_DN10428_c0_g1_i17	227086.JGI_V11_81829	6.14e-23	100.0	COG5059@1|root,KOG0240@2759|Eukaryota	2759|Eukaryota	Z	microtubule motor activity	-	-	-	ko:K10396	ko04144,ko04728,map04144,map04728	-	-	-	ko00000,ko00001,ko04131,ko04147,ko04812	-	-	-	Kinesin	Kinesin
Pele_DN10433_c1_g1_i2	587753.EY04_25405	3.74e-101	305.0	COG2159@1|root,COG2159@2|Bacteria,1MUUR@1224|Proteobacteria,1S1Y6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	amidohydrolase	-	-	-	ko:K07045	-	-	-	-	ko00000	-	-	-	Amidohydro_2	Amidohydro_2
Pele_DN10434_c0_g1_i33	8479.XP_005297060.1	3.700000000000001e-164	478.0	COG2939@1|root,KOG1282@2759|Eukaryota,38FWP@33154|Opisthokonta,3BC5G@33208|Metazoa,3CVVJ@33213|Bilateria,48A8N@7711|Chordata,492VW@7742|Vertebrata,4C7GM@8459|Testudines	33208|Metazoa	O	Belongs to the peptidase S10 family	CPVL	GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0006403,GO:0006508,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0009056,GO:0009057,GO:0009987,GO:0015931,GO:0016787,GO:0017171,GO:0019538,GO:0030163,GO:0033036,GO:0033227,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0050657,GO:0050658,GO:0051179,GO:0051234,GO:0051236,GO:0051603,GO:0070008,GO:0070011,GO:0071702,GO:0071704,GO:0071705,GO:0140096,GO:1901564,GO:1901565,GO:1901575	-	ko:K09645	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_S10	Peptidase_S10
